captured_at_utc,exchange_time,exchange_time_ms,asset,coin,best_bid_px,best_bid_sz,best_bid_orders,best_ask_px,best_ask_sz,best_ask_orders,mid_px,spread_px,spread_bps,bid_depth_5_sz,bid_depth_5_notional,ask_depth_5_sz,ask_depth_5_notional,bid_depth_20_sz,bid_depth_20_notional,ask_depth_20_sz,ask_depth_20_notional
2026-04-25T07:41:16.277110Z,2026-04-25T07:41:17.180000Z,1777102877180,BRENTOIL,xyz:BRENTOIL,100.47,167.28,5,100.49,1.38,2,100.47999999999999,0.01999999999999602,1.9904458598722157,280.58,28187.182499999995,255.66,25699.331,1741.91,174832.03490000003,1490.9899999999998,149975.25660000002
2026-04-25T07:41:18.752501Z,2026-04-25T07:41:18.249000Z,1777102878249,BRENTOIL,xyz:BRENTOIL,100.47,167.28,5,100.49,0.5,1,100.47999999999999,0.01999999999999602,1.9904458598722157,280.58,28187.182499999995,254.78,25610.8998,1741.91,174832.03490000003,1490.1099999999997,149886.8254
2026-04-25T07:41:19.358712Z,2026-04-25T07:41:19.341000Z,1777102879341,BRENTOIL,xyz:BRENTOIL,100.47,167.28,5,100.49,0.5,1,100.47999999999999,0.01999999999999602,1.9904458598722157,280.58,28187.182499999995,254.78,25610.8998,1741.91,174832.03490000003,1487.2299999999996,149597.02920000002
2026-04-25T07:41:20.154089Z,2026-04-25T07:41:19.883000Z,1777102879883,BRENTOIL,xyz:BRENTOIL,100.47,167.28,5,100.49,0.5,1,100.47999999999999,0.01999999999999602,1.9904458598722157,280.58,28187.182499999995,254.78,25610.8998,1741.91,174832.03490000003,1490.1099999999997,149886.642
2026-04-25T07:41:20.867522Z,2026-04-25T07:41:20.423000Z,1777102880423,BRENTOIL,xyz:BRENTOIL,100.47,165.13,5,100.49,0.5,1,100.47999999999999,0.01999999999999602,1.9904458598722157,276.68,27795.367,285.75,28724.1037,1738.0100000000002,174440.21940000003,1509.9799999999996,151883.8519
2026-04-25T07:41:21.685414Z,2026-04-25T07:41:21.497000Z,1777102881497,BRENTOIL,xyz:BRENTOIL,100.47,165.13,5,100.49,0.5,1,100.47999999999999,0.01999999999999602,1.9904458598722157,283.4,28470.334599999995,275.78999999999996,27723.0351,1744.73,175115.187,1500.0199999999995,150882.7833
2026-04-25T07:41:22.315932Z,2026-04-25T07:41:22.040000Z,1777102882040,BRENTOIL,xyz:BRENTOIL,100.47,152.05,4,100.49,0.5,1,100.47999999999999,0.01999999999999602,1.9904458598722157,270.32,27156.186999999998,275.78999999999996,27723.0351,1731.65,173801.0394,1500.0199999999995,150882.7833
2026-04-25T07:41:22.913908Z,2026-04-25T07:41:22.584000Z,1777102882584,BRENTOIL,xyz:BRENTOIL,100.47,165.19,5,100.49,5.82,2,100.47999999999999,0.01999999999999602,1.9904458598722157,283.46,28476.362799999995,266.92,26831.269999999997,1744.7900000000002,175121.2152,1491.1499999999996,149991.0182
2026-04-25T07:41:23.535837Z,2026-04-25T07:41:23.120000Z,1777102883120,BRENTOIL,xyz:BRENTOIL,100.47,165.19,5,100.49,5.82,2,100.47999999999999,0.01999999999999602,1.9904458598722157,281.77,28306.619199999997,276.87,27831.5435,1743.1000000000001,174951.47160000002,1501.0999999999995,150991.2917
2026-04-25T07:41:24.348720Z,2026-04-25T07:41:24.207000Z,1777102884207,BRENTOIL,xyz:BRENTOIL,100.47,166.11,6,100.49,5.82,2,100.47999999999999,0.01999999999999602,1.9904458598722157,283.45,28475.367400000003,276.87,27831.5435,1744.7800000000002,175120.21980000002,1405.9699999999998,141426.92149999997
2026-04-25T07:41:25.169297Z,2026-04-25T07:41:24.744000Z,1777102884744,BRENTOIL,xyz:BRENTOIL,100.47,152.96,5,100.49,5.82,2,100.47999999999999,0.01999999999999602,1.9904458598722157,270.3,27154.1869,276.85,27829.4225,1731.63,173799.03930000003,1501.0599999999995,150987.1599
2026-04-25T07:41:25.992497Z,2026-04-25T07:41:25.818000Z,1777102885818,BRENTOIL,xyz:BRENTOIL,100.47,139.82,4,100.49,5.82,2,100.47999999999999,0.01999999999999602,1.9904458598722157,257.15999999999997,25834.011099999996,286.8,28829.5965,1718.49,172478.8635,1511.0099999999998,151987.3339
2026-04-25T07:41:26.805022Z,2026-04-25T07:41:26.354000Z,1777102886354,BRENTOIL,xyz:BRENTOIL,100.47,152.96,5,100.49,5.82,2,100.47999999999999,0.01999999999999602,1.9904458598722157,270.3,27154.1869,286.8,28829.5965,1731.63,173799.03930000003,1511.0099999999998,151987.3339
2026-04-25T07:41:27.509757Z,2026-04-25T07:41:27.431000Z,1777102887431,BRENTOIL,xyz:BRENTOIL,100.47,152.96,5,100.49,5.82,2,100.47999999999999,0.01999999999999602,1.9904458598722157,288.61,28993.2433,316.85,31850.4225,1660.71,166694.0036,1541.0599999999995,155008.1599
